plaintext,type,index,vaultId,returnType
2112279811732875,GIFT_CARD_NUMBER,1,901A0C4608B45BC7B61B1371BF497937,GIFT_CARD_NUMBER
4046288841899812,GIFT_CARD_NUMBER,1,4C56DD1F4BBFF0001BDCA946FBC19FC1,GIFT_CARD_NUMBER
3737366108926411,GIFT_CARD_NUMBER,1,D0802ACBCED31141D0894B08CA583FD4,GIFT_CARD_NUMBER
7461691774466642,GIFT_CARD_NUMBER,1,ACC0BC6CA97D64285C072CB06561F850,GIFT_CARD_NUMBER
3454749481568029,GIFT_CARD_NUMBER,1,388B2395A0257FA65E9179AD0258CD5E,GIFT_CARD_NUMBER
7078035955107486,GIFT_CARD_NUMBER,1,39F2962A4ACED3AE3395F1C2C06BFAF1,GIFT_CARD_NUMBER
1509734594964779,GIFT_CARD_NUMBER,1,75CB1DE622AA9E0D622436F7FE70506F,GIFT_CARD_NUMBER
1802263309711059,GIFT_CARD_NUMBER,1,76325AEB9A405099B720032D907DF99F,GIFT_CARD_NUMBER
6146059175020450,GIFT_CARD_NUMBER,1,A5FD31177AC23F7AA7CABE46837066C3,GIFT_CARD_NUMBER
6519082359100329,GIFT_CARD_NUMBER,1,21E8BA1C517AF02268A3D28997365C77,GIFT_CARD_NUMBER
6174201597608981,GIFT_CARD_NUMBER,1,8928719B6C2BA44AF0D4D6371C92E282,GIFT_CARD_NUMBER
3992242732448932,GIFT_CARD_NUMBER,1,677A8195F02F69BBB009E48CED418A63,GIFT_CARD_NUMBER
2885165277961939,GIFT_CARD_NUMBER,1,F4191AE3C60CF902EB5DB5FE9E924278,GIFT_CARD_NUMBER
7793045648216674,GIFT_CARD_NUMBER,1,95A37E08498FE4A4E584D87140D0A500,GIFT_CARD_NUMBER
1270500760344944,GIFT_CARD_NUMBER,1,0EE68038A4CB87AF8DA350F1706D3E2B,GIFT_CARD_NUMBER
7232732690036435,GIFT_CARD_NUMBER,1,A55E298ABBEFFB7B4BC8A87DB2ED1981,GIFT_CARD_NUMBER
7604488575668084,GIFT_CARD_NUMBER,1,2C8A6699C4FEE18585BE57E6C4379A6C,GIFT_CARD_NUMBER
0000630344813370,GIFT_CARD_NUMBER,1,C37214C2C73FB6DF521269F0577C51EE,GIFT_CARD_NUMBER
1223950570752566,GIFT_CARD_NUMBER,1,D982FC1AE9D96F90E762D98BC1C1845A,GIFT_CARD_NUMBER
1694200935556953,GIFT_CARD_NUMBER,1,2E6DC739E022D63A1C18CBBE456552EE,GIFT_CARD_NUMBER
5384474294292777,GIFT_CARD_NUMBER,1,0635F477418EF7090D104ED9A9A63D3D,GIFT_CARD_NUMBER
8279144161028491,GIFT_CARD_NUMBER,1,634BAFCC712B8CC064CBCBFE7C79DF17,GIFT_CARD_NUMBER
1709423511477382,GIFT_CARD_NUMBER,1,E51F1296B040A27EDA82FBB8A1DF5930,GIFT_CARD_NUMBER
1023822841249465,GIFT_CARD_NUMBER,1,921887A0747751D0C3693308EC3A5765,GIFT_CARD_NUMBER
7410608544890422,GIFT_CARD_NUMBER,1,0A829491ED54E3B892377388600D4BEF,GIFT_CARD_NUMBER
3934323760805686,GIFT_CARD_NUMBER,1,B55EB564F1882F2CA9134E9D266AD473,GIFT_CARD_NUMBER
4264241310442453,GIFT_CARD_NUMBER,1,780F529426570885BB662B19506BD858,GIFT_CARD_NUMBER
7684859160761540,GIFT_CARD_NUMBER,1,763D03E1BD4D95E7ECF32682050FC421,GIFT_CARD_NUMBER
7722613338310812,GIFT_CARD_NUMBER,1,087455EB1B58C7E1B47FBCC25199CC2D,GIFT_CARD_NUMBER
6003192545920855,GIFT_CARD_NUMBER,1,08B7E96E278AC987C1B4405CD624F142,GIFT_CARD_NUMBER
6053663710651037,GIFT_CARD_NUMBER,1,D5A4D409A8F4A36C161265128864677D,GIFT_CARD_NUMBER
2043874697613865,GIFT_CARD_NUMBER,1,DDFA97DE9B8560AB3296DBA77D6F2D48,GIFT_CARD_NUMBER
8630300182646071,GIFT_CARD_NUMBER,1,C393C7611AA108ED8BBE4ABBA42BA4C2,GIFT_CARD_NUMBER
3432322988810501,GIFT_CARD_NUMBER,1,56CC286285FAA50D5853282B9AAF14A0,GIFT_CARD_NUMBER
2038033099049893,GIFT_CARD_NUMBER,1,257FFB0290041B31DE104EEC00C1E768,GIFT_CARD_NUMBER
8260412588723134,GIFT_CARD_NUMBER,1,123D93D8AAB75AD843571F69404C8F91,GIFT_CARD_NUMBER
7591311356773093,GIFT_CARD_NUMBER,1,1FA1C875AE48860386928AECD937FE36,GIFT_CARD_NUMBER
1191948162035423,GIFT_CARD_NUMBER,1,7AA574EA9364997410A7D599A806E556,GIFT_CARD_NUMBER
8818596614009307,GIFT_CARD_NUMBER,1,CD5EDC7F4A205344D9E284C067C1DEC8,GIFT_CARD_NUMBER
2874138431892875,GIFT_CARD_NUMBER,1,003FCA3E1334BF4A9187EF4BA8235B55,GIFT_CARD_NUMBER
2114730369184525,GIFT_CARD_NUMBER,1,E9305E94A57B4402250D5EE2F8C85107,GIFT_CARD_NUMBER
4182442050026503,GIFT_CARD_NUMBER,1,56F467866E54E4A777F9781B21727C93,GIFT_CARD_NUMBER
3179487867643928,GIFT_CARD_NUMBER,1,38D93B1BB03B272B3E6E4F915FFF2DB6,GIFT_CARD_NUMBER
3015194934052761,GIFT_CARD_NUMBER,1,466368F562EAA1A07383A28D2E022894,GIFT_CARD_NUMBER
3862610810988848,GIFT_CARD_NUMBER,1,F1C6072D91F3E56CFF54263DCACFDDAA,GIFT_CARD_NUMBER
7217613268023629,GIFT_CARD_NUMBER,1,BE7438C00F4A649DDEA997A08C84B8CF,GIFT_CARD_NUMBER
5264113825218720,GIFT_CARD_NUMBER,1,89C7624BDCFB19E6004D0D9F5B1B2E69,GIFT_CARD_NUMBER
8560784555320148,GIFT_CARD_NUMBER,1,B2294487A76D76A4A26383F1DC4E1031,GIFT_CARD_NUMBER
2692311892317527,GIFT_CARD_NUMBER,1,B3F374851312B207070AD351A006C094,GIFT_CARD_NUMBER
7264219753431260,GIFT_CARD_NUMBER,1,BB2439A2B8D72DF881899DA4B0DE1C00,GIFT_CARD_NUMBER
0302904681150789,GIFT_CARD_NUMBER,1,2344A695570986CD12C5A83FDF569992,GIFT_CARD_NUMBER
5547964880183558,GIFT_CARD_NUMBER,1,BDEDB82C5B9E041215DF3418F67C2B3C,GIFT_CARD_NUMBER
6487283048536636,GIFT_CARD_NUMBER,1,DDE3E382C696764929FD401E60F7ED2C,GIFT_CARD_NUMBER
1111102465212220,GIFT_CARD_NUMBER,1,37734F9F86B77F75B4F04B50909118EF,GIFT_CARD_NUMBER
5861650661228737,GIFT_CARD_NUMBER,1,63F954AF276DAD1135B2CEFD17CAE9CD,GIFT_CARD_NUMBER
5420,GIFT_CARD_PIN,1,33F7E09101D54926897399F35CA025AB,GIFT_CARD_PIN
7069,GIFT_CARD_PIN,1,8A235416BCA68CA6BA2CEA69801A6AA0,GIFT_CARD_PIN
2940,GIFT_CARD_PIN,1,9979267E1F483680A2FE002A25BC3C85,GIFT_CARD_PIN
5202,GIFT_CARD_PIN,1,5F0EF93B30E14A902900E7483D1CDFD3,GIFT_CARD_PIN
4847,GIFT_CARD_PIN,1,BB8C769B2A474397477B81B003B34DEC,GIFT_CARD_PIN
3805,GIFT_CARD_PIN,1,823EB640C63AC4C31D4C64C40EEB9BEB,GIFT_CARD_PIN
3772,GIFT_CARD_PIN,1,9D8177F7B898786395CC287688109A60,GIFT_CARD_PIN
3912,GIFT_CARD_PIN,1,E14834FB19DE22AA3B89266517A6E6FA,GIFT_CARD_PIN
1699,GIFT_CARD_PIN,1,FC8C7DB74A92B4EBA9B4C40026C64FEA,GIFT_CARD_PIN
3779,GIFT_CARD_PIN,1,12C0FD4ACDDFAA56D3723D1B52E9AB37,GIFT_CARD_PIN
7021309838749799,CREDIT_CARD_NUMBER,1,C8A1E784595F8125E6F09B3C961A8CA7,TOKEN
2805806217119347,CREDIT_CARD_NUMBER,1,B206B13A8F06415FDDB1A2DF39E7EFBB,TOKEN
6914349752799495,CREDIT_CARD_NUMBER,1,6FF1858B226FA53D567B448DF8FA3F09,TOKEN
1122860266967396,CREDIT_CARD_NUMBER,1,B5F8809DF2A4FFDC460852355A706135,TOKEN
8953765266945170,CREDIT_CARD_NUMBER,1,F83ADF47A9B78C597BE79E8DACA300A2,TOKEN
4280512899580562,CREDIT_CARD_NUMBER,1,47F29946367D79DEFFAABCAD2F47086D,TOKEN
7542101384842193,CREDIT_CARD_NUMBER,1,ACC7A45CA81956AE40FFBF65F8721A0D,TOKEN
8606866096411601,CREDIT_CARD_NUMBER,1,B2829F059F9757C4DA8F63FAC3C94945,TOKEN
0518795055442627,CREDIT_CARD_NUMBER,1,89EC732275C47029183CD17B44EE923C,TOKEN
3199859970573725,CREDIT_CARD_NUMBER,1,8D386609C55383EB2B8D6D57B17841C0,TOKEN
