plaintext,type,index,vaultId,voltageToken,bluefinToken,bluefinId
5523664927520020,CREDIT_CARD_NUMBER,1,9A3B685C8EFE2CB64D439BFEE08549B1,5523663945120020,5523666174480020,djI6MTIwMjIwNTAyMDUxNTI2MTAyMzEwNjMxM3xiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
2237077365172150,CREDIT_CARD_NUMBER,1,7AD2B816A3D584487CD80884BA8312C2,2237073276982150,2237076363182150,djI6MTIwMjIwNTAyMDUxNTI4MTAyMzgyNjU4NHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
6054278963214434,CREDIT_CARD_NUMBER,1,72E03B867C089613F3B2B4131ACB7FBD,6054278487034434,6054270461464434,djI6MTIwMjIwNTAyMDUxNTI5MTAyMzM0Nzc1MHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
7369154602030234,CREDIT_CARD_NUMBER,1,C07DCDFA32D258725F6C8A595B98455E,7369152295590234,7369156408080234,djI6MTIwMjIwNTAyMDUxNTMxMTAzMzYzMDg2N3xiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
5635043703736637,CREDIT_CARD_NUMBER,1,DF19E40776FD92F3F638A4EECB190137,5635042693606637,5635041448996637,djI6MTIwMjIwNTAyMDUxNTMzMTAxMTIwNzQxMHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
9883195633080025,CREDIT_CARD_NUMBER,1,03F0330D20B0FFFE81CD655EE6CEA77B,9883198002970025,9883198187550025,djI6MTIwMjIwNTAyMDUxNTM0MTAyMzk2NjA4MnxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
8279818430941595,CREDIT_CARD_NUMBER,1,04C75AE97AD97C4295590285C01C4863,8279819363941595,8279815796101595,djI6MTIwMjIwNTAyMDUxNTM2MTAyMzM1MjI0MnxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
2513676904357541,CREDIT_CARD_NUMBER,1,98B2302F476ACE3A36489C13E695C65F,2513672342507541,2513675986607541,djI6MTIwMjIwNTAyMDUxNTM3MTAzMzQ2NjY1MHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
7437472532625394,CREDIT_CARD_NUMBER,1,3C7B52EAEF4E9936D9CF9EB1D7489BD0,7437476370935394,7437479924515394,djI6MTIwMjIwNTAyMDUxNTM5MTAzMzA4OTUzMnxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
4574964839899890,CREDIT_CARD_NUMBER,1,7F6173AAA57141074DFC0E5FAE7B925B,4574962925229890,4574966894699890,djI6MTIwMjIwNTAyMDUxNTQxMTAxMjcxMzI3MHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
8647542115778400,CREDIT_CARD_NUMBER,1,CBF688E689472572CBC84B89B7737E90,8647544302698400,8647545012528400,djI6MTIwMjIwNTAyMDUxNTQyMTAxMjI5OTEzNnxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
0292963894783440,CREDIT_CARD_NUMBER,1,69A90062D91050867A05601F69D6B2CF,0292968176363440,0292969959103440,djI6MTIwMjIwNTAyMDUxNTQ0MTAyMjcwNTgzOHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
6957890881484339,CREDIT_CARD_NUMBER,1,0D482F9225D31D8D07CE279837007BFB,6957891053644339,6957892894524339,djI6MTIwMjIwNTAyMDUxNTQ2MTAyMjgwODY5MXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
2383476500142794,CREDIT_CARD_NUMBER,1,A6619A9707F546E7368AD1B78EC326F7,2383478632792794,2383477870332794,djI6MTIwMjIwNTAyMDUxNTQ3MTAzMzk0MjkzNXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
5782550597712661,CREDIT_CARD_NUMBER,1,0B8EC70DFE21961AC56F7394BF891336,5782552882152661,5782559604472661,djI6MTIwMjIwNTAyMDUxNTQ5MTAyMjY4NzQ4OHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
4918090256332811,CREDIT_CARD_NUMBER,1,C538F183040FB777392EBA626B382F58,4918091352192811,4918093235782811,djI6MTIwMjIwNTAyMDUxNTUwMTAzMzI3ODQ2MHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
7479820704817368,CREDIT_CARD_NUMBER,1,5069D7F78D876011516E7E0B151F4251,7479824991377368,7479821610417368,djI6MTIwMjIwNTAyMDUxNTUyMTAzMzU0NTAxNXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
0976933064664478,CREDIT_CARD_NUMBER,1,D8D067C33624FC9FBA8163D6250371F6,0976938733424478,0976933024054478,djI6MTIwMjIwNTAyMDUxNTU0MTAzMzY5OTM2OXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
6532220879531005,CREDIT_CARD_NUMBER,1,D0967CE5D5F263DA72FDEBDAC27068DE,6532221050871005,6532221659601005,djI6MTIwMjIwNTAyMDUxNTU1MTAzMzc0OTM4MHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
7143757869110313,CREDIT_CARD_NUMBER,1,A3BB79B57613527EFEDC90A24A73A84E,7143757336090313,7143756654230313,djI6MTIwMjIwNTAyMDUxNTU3MTAxMjE1MjU2NXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
4236063706963918,CREDIT_CARD_NUMBER,1,2E27D8E08F5C40626C6007020330FF45,4236063246293918,4236064979293918,djI6MTIwMjIwNTAyMDUxNTU4MTAxMjQ5NzIxOXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
8185537731500716,CREDIT_CARD_NUMBER,1,227EEE4ADC919C5D2758E12BF94632A1,8185530547680716,8185531249510716,djI6MTIwMjIwNTAyMDUxNjAwMTAzMzU4NjI2NXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
0503420736396126,CREDIT_CARD_NUMBER,1,062F0DCD2C7A8A677666752950EF0F78,0503426195076126,0503423001746126,djI6MTIwMjIwNTAyMDUxNjAxMTAxMjA2NzI2OHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
5192630688668984,CREDIT_CARD_NUMBER,1,86F8EB3CA6BC22ECE837466E4F00787C,5192634776708984,5192631663958984,djI6MTIwMjIwNTAyMDUxNjAzMTAxMjU0MDAxNHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
4700152126083251,CREDIT_CARD_NUMBER,1,4F12BE1E8856DDA9C750821ED6DF3317,4700158822863251,4700154044973251,djI6MTIwMjIwNTAyMDUxNjA1MTAzMzYzNDM0MHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
6124772917354939,CREDIT_CARD_NUMBER,1,86A775D98B4769574790BD4465C493B8,6124777595674939,6124773766334939,djI6MTIwMjIwNTAyMDUxNjA2MTAzMzc1NjgyM3xiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
0125227808666850,CREDIT_CARD_NUMBER,1,E6912ADDFB06BDF457400DDA984CAA9C,0125229841886850,0125224871486850,djI6MTIwMjIwNTAyMDUxNjA4MTAxMjUzMzIwOHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
4359637523425448,CREDIT_CARD_NUMBER,1,024EE0FD96B7FF17615ECAACD5ACC7DC,4359634507405448,4359638684035448,djI6MTIwMjIwNTAyMDUxNjA5MTAyMzYxODgwNXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
9199154757051985,CREDIT_CARD_NUMBER,1,A8C9F586C9A3ED6FB09B97BB53D829EC,9199156731511985,9199154191251985,djI6MTIwMjIwNTAyMDUxNjExMTAyMzI1MDQwMHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
9379441329174073,CREDIT_CARD_NUMBER,1,3A26069509C23EC34608A715FD6D4E25,9379447012664073,9379442999264073,djI6MTIwMjIwNTAyMDUxNjEzMTAzMzY4MzI0NHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
6209940827422152,CREDIT_CARD_NUMBER,1,8B472EE60ED55DE3A8BE7491D5A519B4,6209941954532152,6209941629562152,djI6MTIwMjIwNTAyMDUxNjE0MTAxMjk3MDA5M3xiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
0071555116960841,CREDIT_CARD_NUMBER,1,7B987B4BC7F75B8C9CB88077D4EDB4FB,0071552724150841,0071556023770841,djI6MTIwMjIwNTAyMDUxNjE2MTAzMzM4MDM4OHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
3887609065537759,CREDIT_CARD_NUMBER,1,760093E166AA90900ACB49CFFCD2A26A,3887600430857759,3887604375747759,djI6MTIwMjIwNTAyMDUxNjE3MTAxMjM3NTYyNXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
4660949911929473,CREDIT_CARD_NUMBER,1,76560D565223D11D546BAF5F97B917AC,4660947992659473,4660947365489473,djI6MTIwMjIwNTAyMDUxNjE5MTAzMzA4NzMyMXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
2917274350617098,CREDIT_CARD_NUMBER,1,F2F0DD06EA35492327069DD7D671D9BB,2917272702617098,2917279482307098,djI6MTIwMjIwNTAyMDUxNjIxMTAxMjU5MTEyNnxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
6088417181905539,CREDIT_CARD_NUMBER,1,15934383C4114CC57AE798E4928D8BED,6088412214515539,6088418465215539,djI6MTIwMjIwNTAyMDUxNjIyMTAzMzM3MDMxMXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
6924475237573744,CREDIT_CARD_NUMBER,1,15A27CE02C9F15995EBD0F9384251FD6,6924471585063744,6924476154413744,djI6MTIwMjIwNTAyMDUxNjI0MTAyMzI3MTU4N3xiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
9377873044474997,CREDIT_CARD_NUMBER,1,FFB0CDC5F0160F3D8498107CBD6DDD05,9377871658314997,9377872037514997,djI6MTIwMjIwNTAyMDUxNjI1MTAyMzUxNjM2MnxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
2465384809339723,CREDIT_CARD_NUMBER,1,DA4265F179CAA1C599DA90A5295AD18F,2465385320159723,2465385715049723,djI6MTIwMjIwNTAyMDUxNjI3MTAyMzE5NzI3NHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
3683408570198587,CREDIT_CARD_NUMBER,1,94C0F3DC8AA5A2ADD01AB7C97464E9F3,3683403523278587,3683409477988587,djI6MTIwMjIwNTAyMDUxNjI5MTAxMjg5MjU2MnxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
2506828682615447,CREDIT_CARD_NUMBER,1,3181911227AC5D85C33006C597A6917F,2506821771695447,2506820117545447,djI6MTIwMjIwNTAyMDUxNjMwMTAxMjI4MjcxMHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
8782073436179363,CREDIT_CARD_NUMBER,1,8B5A77B78FA540DEB8C2A91BCB4DE2CB,8782078663119363,8782078820899363,djI6MTIwMjIwNTAyMDUxNjMyMTAxMjYwMzc2MnxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
5205182449795557,CREDIT_CARD_NUMBER,1,5AD8084C935A891707EC74E921E8553A,5205182823845557,5205186324835557,djI6MTIwMjIwNTAyMDUxNjMzMTAxMjg3OTA3MnxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
1857649825240067,CREDIT_CARD_NUMBER,1,66D3A70E12C099CAE5F01EC4F4B63233,1857641761100067,1857644083430067,djI6MTIwMjIwNTAyMDUxNjM1MTAxMTk3NzYxNXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
4459776858384100,CREDIT_CARD_NUMBER,1,8BFEE2428740A8D0A53289CCC945C49E,4459776382914100,4459771797894100,djI6MTIwMjIwNTAyMDUxNjM2MTAxMTEyNjI3NXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
6913355114457209,CREDIT_CARD_NUMBER,1,93EC682FC00D1486CA368934AE6AD4F8,6913353936547209,6913356080807209,djI6MTIwMjIwNTAyMDUxNjM4MTAxMTY4MzM3M3xiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
8924791742978289,CREDIT_CARD_NUMBER,1,2358D93687AEA4C999D9F44CB9E56DF8,8924797088228289,8924792706688289,djI6MTIwMjIwNTAyMDUxNjQwMTAxMjEyMDEyNXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
4036921198899111,CREDIT_CARD_NUMBER,1,372EF68931A59D785FDA0237B5CE6EC8,4036925932669111,4036922313049111,djI6MTIwMjIwNTAyMDUxNjQxMTAxMjkxMzc3MHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
2960280128282759,CREDIT_CARD_NUMBER,1,035361B993715F95DD152E438525B0A0,2960284986142759,2960281078662759,djI6MTIwMjIwNTAyMDUxNjQzMTAxMjA1MDgzNHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
9907275529953172,CREDIT_CARD_NUMBER,1,97731250FC40D2CEC33D0500E520D29C,9907278103293172,9907277591243172,djI6MTIwMjIwNTAyMDUxNzU1MTAzMzc4NDI1MHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
1220426273402755,CREDIT_CARD_NUMBER,1,966690F13F6D276C70BED9AD7D9C15D7,1220421504272755,1220427345582755,djI6MTIwMjIwNTAyMDUxODU5MTAzMTYyNjEyOHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
8024974312629181,CREDIT_CARD_NUMBER,1,C21876E72444254D996A772B0B724CB8,8024971036499181,8024979376109181,djI6MTIwMjIwNTAyMDUxOTAxMTAyMTM0MDk5MHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
5100877781331325,CREDIT_CARD_NUMBER,1,7123A19A7A617D40A6DDC54EC4661099,5100878857491325,5100879633041325,djI6MTIwMjIwNTAyMDUxOTAyMTAxMjQwMTIyNHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
2702479963203734,CREDIT_CARD_NUMBER,1,FF7A97312664D8C6D2F1802D1297A76D,2702474259903734,2702478207473734,djI6MTIwMjIwNTAyMDUxOTA0MTAxMjcxNzMzNnxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
1393674012443563,CREDIT_CARD_NUMBER,1,5DB251A0D3A541AB9DC5900846890A37,1393679853533563,1393673145503563,djI6MTIwMjIwNTAyMDUxOTA1MTAyMTAyMjU3OXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
5846377383276017,CREDIT_CARD_NUMBER,1,1B8C5EB49A703A5340517253D3936DB6,5846376613486017,5846370721096017,djI6MTIwMjIwNTAyMDUxOTA3MTAyMTI0MTYyOXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
5441088389431484,CREDIT_CARD_NUMBER,1,E4DF4D9A0CC6CE8BC79BA84837A312E8,5441085952961484,5441089294151484,djI6MTIwMjIwNTAyMDUxOTEwMTAyMTk2NTk0OXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
3087748302951959,CREDIT_CARD_NUMBER,1,34A98E3C622DF08ABA03E034667C4AC4,3087749307731959,3087747144581959,djI6MTIwMjIwNTAyMDUxOTExMTAzMzc5MjI2NnxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
1974095125603142,CREDIT_CARD_NUMBER,1,32C4BE1E56912808AAA6B558C860AD1A,1974095163803142,1974096537723142,djI6MTIwMjIwNTAyMDUxOTEzMTAxMjE2MDkzM3xiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
3550798333440419,CREDIT_CARD_NUMBER,1,3E6E15340818048712A2215C7B49DFD0,3550791502450419,3550790658950419,djI6MTIwMjIwNTAyMDUxOTE0MTAyMTkzODA4MXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
4985419409342076,CREDIT_CARD_NUMBER,1,AEFF8824072FBF3566DE25C167374BDC,4985415627702076,4985416306742076,djI6MTIwMjIwNTAyMDUxOTE2MTAzMzE3MDY3NHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
8292323726783358,CREDIT_CARD_NUMBER,1,07E78F167E54AFBE80D09CD0AFDF5360,8292320934993358,8292324141103358,djI6MTIwMjIwNTAyMDUxOTE4MTAxMjM3NDc2OHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
6586368457774108,CREDIT_CARD_NUMBER,1,8C12B19CBB23052E6FD28F4BD5D505FE,6586368679394108,6586360211144108,djI6MTIwMjIwNTAyMDUxOTE5MTAyMTY0NTE3MHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
2058528019400989,CREDIT_CARD_NUMBER,1,075D7D3EBBC313367895B80C8D6663B8,2058528279790989,2058528368180989,djI6MTIwMjIwNTAyMDUxOTIxMTAxMjYzMDEzOXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
0660317389927314,CREDIT_CARD_NUMBER,1,46C66DAD7F753787AC88EE7EACD3E8C6,0660318008927314,0660311040617314,djI6MTIwMjIwNTAyMDUxOTIyMTAxMjg1NDA3OHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
4172027404247811,CREDIT_CARD_NUMBER,1,5912204A4CD3FF686F2C8E795960077A,4172028296247811,4172028370877811,djI6MTIwMjIwNTAyMDUxOTI0MTAyMTIwOTE3N3xiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
8669286273351378,CREDIT_CARD_NUMBER,1,7575B307C059B6190146D534AFC5AA4A,8669285042531378,8669287801211378,djI6MTIwMjIwNTAyMDUxOTI2MTAzMjY0OTUzOXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
5647223503360746,CREDIT_CARD_NUMBER,1,DC63A40C380635A2FB2B27D1BBE39BCB,5647228114940746,5647224410220746,djI6MTIwMjIwNTAyMDUxOTI3MTAzMjAxNDcwOHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
0041978629752877,CREDIT_CARD_NUMBER,1,122EC662A02D4969D84604D3A3A7D452,0041979514642877,0041970694042877,djI6MTIwMjIwNTAyMDUxOTI5MTAzMjkyMDI3OXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
5118426631846347,CREDIT_CARD_NUMBER,1,2AE934C7D36DCE9F49B484DC12B567DC,5118421313166347,5118427538996347,djI6MTIwMjIwNTAyMDUxOTMwMTAxMjkxNDUzOXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
9925460325062371,CREDIT_CARD_NUMBER,1,ECE002980F3615AA81243684660825ED,9925469153212371,9925469276102371,djI6MTIwMjIwNTAyMDUxOTMyMTAzMjY3NDQ4MHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
3704011950552858,CREDIT_CARD_NUMBER,1,1FE16A121346E3EC21BA0D8D56B9480A,3704013658812858,3704017855472858,djI6MTIwMjIwNTAyMDUxOTM0MTAzMjIzNjY3MHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
6406422823962445,CREDIT_CARD_NUMBER,1,D509FE0A78E13067A924DC7872A4D6F2,6406420949092445,6406424425412445,djI6MTIwMjIwNTAyMDUxOTM1MTAxMjYwMTY1OXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
9525310762312976,CREDIT_CARD_NUMBER,1,1DE7B777B8CFFFC107FF7734AD714969,9525312645312976,9525312075602976,djI6MTIwMjIwNTAyMDUxMzQyMTAxMzMwODcyOXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
1883285278289718,CREDIT_CARD_NUMBER,1,BE758C759F98722417F966EA56EDE860,1883282837959718,1883281258609718,djI6MTIwMjIwNTAyMDUxOTM4MTAxMjkwMTYwNnxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
1849637394753414,CREDIT_CARD_NUMBER,1,63F2C3BCADBCB307F3241EC400CB78D7,1849633591683414,1849638338783414,djI6MTIwMjIwNTAyMDUxOTQwMTAyMzk4MDQ2NHxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
6433909752428182,CREDIT_CARD_NUMBER,1,724F4CD7899472F211B913973FC98787,6433909826868182,6433901072318182,djI6MTIwMjIwNTAyMDUxOTQyMTAxMjg0NjM2N3xiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
7615737128210517,CREDIT_CARD_NUMBER,1,00EE79705F92F2B47D7A917C020FA7E0,7615739455620517,7615738646610517,djI6MTIwMjIwNTAyMDUxOTQzMTAyMzUzOTcxN3xiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
5416665160434094,CREDIT_CARD_NUMBER,1,F2ABDD875E6E2838201F178E65F91E99,5416660240804094,5416669455634094,djI6MTIwMjIwNTAyMDUxOTQ1MTAyMTg5Mzc2OXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
6381084961662884,CREDIT_CARD_NUMBER,1,FDD014BE29DC414BE70BA2897C2EABCE,6381082182072884,6381085868952884,djI6MTIwMjIwNTAyMDUxOTQ2MTAyMTIyMjA5MXxiYzVkMDU3YjUwMzkyMDA3N2JkZjBiZmE3ODVhYWU2Znx8fA==
